0 0.0
2000 16.2004918116
4000 22.418450192
6000 25.0937889711
8000 26.2054676837
10000 26.6564778339
12000 26.8414481886
14000 26.918643001
16000 26.9430490288
18000 26.964106647
20000 26.9954235655
22000 27.021913965
24000 27.0305275456
26000 27.0000341186
28000 26.9664234676
30000 26.9470883191
32000 26.9383538099
34000 26.9252495739
36000 26.8991004998
38000 26.8778634441
40000 26.8440840792
42000 26.8158315452
44000 26.7868862284
46000 26.7488022291
48000 26.7169178282
50000 26.6968167155
52000 26.7101141431
54000 26.7350007007
56000 26.7521993576
58000 26.7661921611
60000 26.7661603737
62000 26.7757387154
64000 26.8018996364
66000 26.8300509358
68000 26.8613850682
70000 26.8987955581
72000 26.9445021336
74000 26.9963501894
76000 27.0506286546
78000 27.1002796445
80000 27.1196311701
82000 27.1164666671
84000 27.1011780932
86000 27.0799444756
88000 27.0572498324
90000 27.0383508192
92000 27.020552453
94000 26.984513993
96000 26.9377724496
98000 26.9025554121
100000 26.9002400605
102000 26.934383202
104000 26.9662115274
106000 26.9708024617
108000 26.927239962
110000 26.8467654233
112000 26.7584705613
114000 26.7158940115
116000 26.7300709344
118000 26.7820603294
120000 26.8490789575
122000 26.926007905
124000 26.9908137844
126000 27.0443601939
128000 27.0819864073
130000 27.1303122006
132000 27.163084994
134000 27.1782175453
136000 27.1721187571
138000 27.1590002864
140000 27.1303988505
142000 27.0937677998
144000 27.0551283978
146000 27.0117816284
148000 26.9643277755
150000 26.9367709263
152000 26.9261688909
154000 26.8992325937
156000 26.8449001949
158000 26.7800056676
160000 26.7312828045
162000 26.7123973331
164000 26.7307013559
166000 26.730519468
168000 26.7248660617
170000 26.7117462026
172000 26.710571506
174000 26.7127110707
176000 26.7190233243
178000 26.7187552022
180000 26.7292129866
182000 26.7778835678
184000 26.8272278762
186000 26.8704164185
188000 26.8981587415
190000 26.8967162087
192000 26.8725922636
194000 26.8477331786
196000 26.8406511957
198000 26.8509276006
200000 26.8817917889
202000 26.9039445217
204000 26.9145435577
206000 26.8928531914
208000 26.8386883787
210000 26.7870494003
212000 26.7566274153
214000 26.7601577304
216000 26.7849279977
218000 26.8195868066
220000 26.8353017019
222000 26.8619453498
224000 26.8924419287
226000 26.9190478632
228000 26.9087612533
230000 26.8772638974
232000 26.843876499
234000 26.8407684515
236000 26.8490332048
238000 26.8823764493
240000 26.9234643274
242000 26.928584662
244000 26.9111404585
246000 26.8987164004
248000 26.8931922074
250000 26.905398716
252000 26.9450119413
254000 26.9708891561
256000 26.9702903863
258000 26.9283712777
260000 26.8685051251
262000 26.8129094116
264000 26.7834446238
266000 26.7833999667
268000 26.8038211403
270000 26.8387241167
272000 26.8407525111
274000 26.8444920794
276000 26.8351785393
278000 26.8276605619
280000 26.8048726615
282000 26.7671054512
284000 26.7294653323
286000 26.714843634
288000 26.7276869669
290000 26.7639325266
292000 26.8100154385
294000 26.8538552185
296000 26.8701711495
298000 26.863760475
300000 26.8470229835
302000 26.8280637289
304000 26.81495829
306000 26.8227007534
308000 26.8389169508
310000 26.8418227801
312000 26.8368997927
314000 26.8498358487
316000 26.8794460044
318000 26.9157075465
320000 26.9497159184
322000 26.9934361374
324000 27.0296857292
326000 27.065001167
328000 27.0541685337
330000 27.0307048576
332000 27.0168659322
334000 27.0201227312
336000 27.0288636679
338000 27.0411856653
340000 27.0591273293
342000 27.0703314539
344000 27.0699944618
346000 27.0547577221
348000 27.0435484414
350000 27.0521051841
352000 27.0714375331
354000 27.0986915803
356000 27.1131007281
358000 27.1060677814
360000 27.0815670241
362000 27.0380326037
364000 27.0138065789
366000 27.003706927
368000 26.9993388861
370000 27.00327438
372000 27.0065049796
374000 27.0092508203
376000 27.0071986723
378000 27.0110014076
380000 27.0374460612
382000 27.0722969403
384000 27.0817492513
386000 27.073490863
388000 27.0892251538
390000 27.095620657
392000 27.0920236585
394000 27.0851413942
396000 27.0837789894
398000 27.0858022188
400000 27.0853320522
402000 27.0739963269
404000 27.0515951405
406000 27.0244884496
408000 26.9999043089
410000 26.992839316
412000 26.9868108196
414000 26.9741564374
416000 26.9617156504
418000 26.9686505559
420000 27.0065960508
422000 27.0464368
424000 27.0771156382
426000 27.0851360322
428000 27.0736335114
430000 27.0743287791
432000 27.076995734
434000 27.0847867942
436000 27.0932660568
438000 27.1012527991
440000 27.1151047325
442000 27.1336283197
444000 27.1270298129
446000 27.0985178529
448000 27.0564806834
450000 27.0123334431
452000 26.9752733317
454000 26.9300770172
456000 26.8870188054
